number_features,number_tumors_per_feature,total_number_normal_samples,mean_fraction_of_nt_at_risk_mutated_in_target_bins,mean_fraction_of_nt_at_risk_mutated_in_nontarget_bins
8,5,50,0.00000000005,0.0000000500
8,5,50,0.00000000005,0.0000000050
8,5,50,0.00000000005,0.0000000001
8,5,50,0.00000005000,0.0000001000
8,5,50,0.00000005000,0.0000000500
8,5,50,0.00000005000,0.0000000050
8,5,50,0.00000005000,0.0000000001
8,5,50,0.00002000000,0.0000001000
8,5,50,0.00002000000,0.0000000500
8,5,50,0.00002000000,0.0000000050
8,5,50,0.00002000000,0.0000000001
8,5,50,0.00100000000,0.0000001000
8,5,50,0.00100000000,0.0000000500
8,5,50,0.00100000000,0.0000000050
8,5,50,0.00100000000,0.0000000001
8,5,100,0.00000000005,0.0000001000
8,5,100,0.00000000005,0.0000000500
8,5,100,0.00000000005,0.0000000050
8,5,100,0.00000000005,0.0000000001
8,5,100,0.00000005000,0.0000001000
8,5,100,0.00000005000,0.0000000500
8,5,100,0.00000005000,0.0000000050
8,5,100,0.00000005000,0.0000000001
8,5,100,0.00002000000,0.0000001000
8,5,100,0.00002000000,0.0000000500
8,5,100,0.00002000000,0.0000000050
8,5,100,0.00002000000,0.0000000001
8,5,100,0.00100000000,0.0000001000
8,5,100,0.00100000000,0.0000000500
8,5,100,0.00100000000,0.0000000050
8,5,100,0.00100000000,0.0000000001
8,5,150,0.00000000005,0.0000001000
8,5,150,0.00000000005,0.0000000500
8,5,150,0.00000000005,0.0000000050
8,5,150,0.00000000005,0.0000000001
8,5,150,0.00000005000,0.0000001000
8,5,150,0.00000005000,0.0000000500
8,5,150,0.00000005000,0.0000000050
8,5,150,0.00000005000,0.0000000001
8,5,150,0.00002000000,0.0000001000
8,5,150,0.00002000000,0.0000000500
8,5,150,0.00002000000,0.0000000050
8,5,150,0.00002000000,0.0000000001
8,5,150,0.00100000000,0.0000001000
8,5,150,0.00100000000,0.0000000500
8,5,150,0.00100000000,0.0000000050
8,5,150,0.00100000000,0.0000000001
8,5,200,0.00000000005,0.0000001000
8,5,200,0.00000000005,0.0000000500
8,5,200,0.00000000005,0.0000000050
8,5,200,0.00000000005,0.0000000001
8,5,200,0.00000005000,0.0000001000
8,5,200,0.00000005000,0.0000000500
8,5,200,0.00000005000,0.0000000050
8,5,200,0.00000005000,0.0000000001
8,5,200,0.00002000000,0.0000001000
8,5,200,0.00002000000,0.0000000500
8,5,200,0.00002000000,0.0000000050
8,5,200,0.00002000000,0.0000000001
8,5,200,0.00100000000,0.0000001000
8,5,200,0.00100000000,0.0000000500
8,5,200,0.00100000000,0.0000000050
8,5,200,0.00100000000,0.0000000001
8,15,50,0.00000000005,0.0000001000
8,15,50,0.00000000005,0.0000000500
8,15,50,0.00000000005,0.0000000050
8,15,50,0.00000000005,0.0000000001
8,15,50,0.00000005000,0.0000001000
8,15,50,0.00000005000,0.0000000500
8,15,50,0.00000005000,0.0000000050
8,15,50,0.00000005000,0.0000000001
8,15,50,0.00002000000,0.0000001000
8,15,50,0.00002000000,0.0000000500
8,15,50,0.00002000000,0.0000000050
8,15,50,0.00002000000,0.0000000001
8,15,50,0.00100000000,0.0000001000
8,15,50,0.00100000000,0.0000000500
8,15,50,0.00100000000,0.0000000050
8,15,50,0.00100000000,0.0000000001
8,15,100,0.00000000005,0.0000001000
8,15,100,0.00000000005,0.0000000500
8,15,100,0.00000000005,0.0000000050
8,15,100,0.00000000005,0.0000000001
8,15,100,0.00000005000,0.0000001000
8,15,100,0.00000005000,0.0000000500
8,15,100,0.00000005000,0.0000000050
8,15,100,0.00000005000,0.0000000001
8,15,100,0.00002000000,0.0000001000
8,15,100,0.00002000000,0.0000000500
8,15,100,0.00002000000,0.0000000050
8,15,100,0.00002000000,0.0000000001
8,15,100,0.00100000000,0.0000001000
8,15,100,0.00100000000,0.0000000500
8,15,100,0.00100000000,0.0000000050
8,15,100,0.00100000000,0.0000000001
8,15,150,0.00000000005,0.0000001000
8,15,150,0.00000000005,0.0000000500
8,15,150,0.00000000005,0.0000000050
8,15,150,0.00000000005,0.0000000001
8,15,150,0.00000005000,0.0000001000
8,15,150,0.00000005000,0.0000000500
8,15,150,0.00000005000,0.0000000050
8,15,150,0.00000005000,0.0000000001
8,15,150,0.00002000000,0.0000001000
8,15,150,0.00002000000,0.0000000500
8,15,150,0.00002000000,0.0000000050
8,15,150,0.00002000000,0.0000000001
8,15,150,0.00100000000,0.0000001000
8,15,150,0.00100000000,0.0000000500
8,15,150,0.00100000000,0.0000000050
8,15,150,0.00100000000,0.0000000001
8,15,200,0.00000000005,0.0000001000
8,15,200,0.00000000005,0.0000000500
8,15,200,0.00000000005,0.0000000050
8,15,200,0.00000000005,0.0000000001
8,15,200,0.00000005000,0.0000001000
8,15,200,0.00000005000,0.0000000500
8,15,200,0.00000005000,0.0000000050
8,15,200,0.00000005000,0.0000000001
8,15,200,0.00002000000,0.0000001000
8,15,200,0.00002000000,0.0000000500
8,15,200,0.00002000000,0.0000000050
8,15,200,0.00002000000,0.0000000001
8,15,200,0.00100000000,0.0000001000
8,15,200,0.00100000000,0.0000000500
8,15,200,0.00100000000,0.0000000050
8,15,200,0.00100000000,0.0000000001
8,20,50,0.00000000005,0.0000001000
8,20,50,0.00000000005,0.0000000500
8,20,50,0.00000000005,0.0000000050
8,20,50,0.00000000005,0.0000000001
8,20,50,0.00000005000,0.0000001000
8,20,50,0.00000005000,0.0000000500
8,20,50,0.00000005000,0.0000000050
8,20,50,0.00000005000,0.0000000001
8,20,50,0.00002000000,0.0000001000
8,20,50,0.00002000000,0.0000000500
8,20,50,0.00002000000,0.0000000050
8,20,50,0.00002000000,0.0000000001
8,20,50,0.00100000000,0.0000001000
8,20,50,0.00100000000,0.0000000500
8,20,50,0.00100000000,0.0000000050
8,20,50,0.00100000000,0.0000000001
8,20,100,0.00000000005,0.0000001000
8,20,100,0.00000000005,0.0000000500
8,20,100,0.00000000005,0.0000000050
8,20,100,0.00000000005,0.0000000001
8,20,100,0.00000005000,0.0000001000
8,20,100,0.00000005000,0.0000000500
8,20,100,0.00000005000,0.0000000050
8,20,100,0.00000005000,0.0000000001
8,20,100,0.00002000000,0.0000001000
8,20,100,0.00002000000,0.0000000500
8,20,100,0.00002000000,0.0000000050
8,20,100,0.00002000000,0.0000000001
8,20,100,0.00100000000,0.0000001000
8,20,100,0.00100000000,0.0000000500
8,20,100,0.00100000000,0.0000000050
8,20,100,0.00100000000,0.0000000001
8,20,150,0.00000000005,0.0000001000
8,20,150,0.00000000005,0.0000000500
8,20,150,0.00000000005,0.0000000050
8,20,150,0.00000000005,0.0000000001
8,20,150,0.00000005000,0.0000001000
8,20,150,0.00000005000,0.0000000500
8,20,150,0.00000005000,0.0000000050
8,20,150,0.00000005000,0.0000000001
8,20,150,0.00002000000,0.0000001000
8,20,150,0.00002000000,0.0000000500
8,20,150,0.00002000000,0.0000000050
8,20,150,0.00002000000,0.0000000001
8,20,150,0.00100000000,0.0000001000
8,20,150,0.00100000000,0.0000000500
8,20,150,0.00100000000,0.0000000050
8,20,150,0.00100000000,0.0000000001
8,20,200,0.00000000005,0.0000001000
8,20,200,0.00000000005,0.0000000500
8,20,200,0.00000000005,0.0000000050
8,20,200,0.00000000005,0.0000000001
8,20,200,0.00000005000,0.0000001000
8,20,200,0.00000005000,0.0000000500
8,20,200,0.00000005000,0.0000000050
8,20,200,0.00000005000,0.0000000001
8,20,200,0.00002000000,0.0000001000
8,20,200,0.00002000000,0.0000000500
8,20,200,0.00002000000,0.0000000050
8,20,200,0.00002000000,0.0000000001
8,20,200,0.00100000000,0.0000001000
8,20,200,0.00100000000,0.0000000500
8,20,200,0.00100000000,0.0000000050
8,20,200,0.00100000000,0.0000000001
8,25,50,0.00000000005,0.0000001000
8,25,50,0.00000000005,0.0000000500
8,25,50,0.00000000005,0.0000000050
8,25,50,0.00000000005,0.0000000001
8,25,50,0.00000005000,0.0000001000
8,25,50,0.00000005000,0.0000000500
8,25,50,0.00000005000,0.0000000050
8,25,50,0.00000005000,0.0000000001
8,25,50,0.00002000000,0.0000001000
8,25,50,0.00002000000,0.0000000500
8,25,50,0.00002000000,0.0000000050
8,25,50,0.00002000000,0.0000000001
8,25,50,0.00100000000,0.0000001000
8,25,50,0.00100000000,0.0000000500
8,25,50,0.00100000000,0.0000000050
8,25,50,0.00100000000,0.0000000001
8,25,100,0.00000000005,0.0000001000
8,25,100,0.00000000005,0.0000000500
8,25,100,0.00000000005,0.0000000050
8,25,100,0.00000000005,0.0000000001
8,25,100,0.00000005000,0.0000001000
8,25,100,0.00000005000,0.0000000500
8,25,100,0.00000005000,0.0000000050
8,25,100,0.00000005000,0.0000000001
8,25,100,0.00002000000,0.0000001000
8,25,100,0.00002000000,0.0000000500
8,25,100,0.00002000000,0.0000000050
8,25,100,0.00002000000,0.0000000001
8,25,100,0.00100000000,0.0000001000
8,25,100,0.00100000000,0.0000000500
8,25,100,0.00100000000,0.0000000050
8,25,100,0.00100000000,0.0000000001
8,25,150,0.00000000005,0.0000001000
8,25,150,0.00000000005,0.0000000500
8,25,150,0.00000000005,0.0000000050
8,25,150,0.00000000005,0.0000000001
8,25,150,0.00000005000,0.0000001000
8,25,150,0.00000005000,0.0000000500
8,25,150,0.00000005000,0.0000000050
8,25,150,0.00000005000,0.0000000001
8,25,150,0.00002000000,0.0000001000
8,25,150,0.00002000000,0.0000000500
8,25,150,0.00002000000,0.0000000050
8,25,150,0.00002000000,0.0000000001
8,25,150,0.00100000000,0.0000001000
8,25,150,0.00100000000,0.0000000500
8,25,150,0.00100000000,0.0000000050
8,25,150,0.00100000000,0.0000000001
8,25,200,0.00000000005,0.0000001000
8,25,200,0.00000000005,0.0000000500
8,25,200,0.00000000005,0.0000000050
8,25,200,0.00000000005,0.0000000001
8,25,200,0.00000005000,0.0000001000
8,25,200,0.00000005000,0.0000000500
8,25,200,0.00000005000,0.0000000050
8,25,200,0.00000005000,0.0000000001
8,25,200,0.00002000000,0.0000001000
8,25,200,0.00002000000,0.0000000500
8,25,200,0.00002000000,0.0000000050
8,25,200,0.00002000000,0.0000000001
8,25,200,0.00100000000,0.0000001000
8,25,200,0.00100000000,0.0000000500
8,25,200,0.00100000000,0.0000000050
8,25,200,0.00100000000,0.0000000001
11,5,50,0.00000000005,0.0000001000
11,5,50,0.00000000005,0.0000000500
11,5,50,0.00000000005,0.0000000050
11,5,50,0.00000000005,0.0000000001
11,5,50,0.00000005000,0.0000001000
11,5,50,0.00000005000,0.0000000500
11,5,50,0.00000005000,0.0000000050
11,5,50,0.00000005000,0.0000000001
11,5,50,0.00002000000,0.0000001000
11,5,50,0.00002000000,0.0000000500
11,5,50,0.00002000000,0.0000000050
11,5,50,0.00002000000,0.0000000001
11,5,50,0.00100000000,0.0000001000
11,5,50,0.00100000000,0.0000000500
11,5,50,0.00100000000,0.0000000050
11,5,50,0.00100000000,0.0000000001
11,5,100,0.00000000005,0.0000001000
11,5,100,0.00000000005,0.0000000500
11,5,100,0.00000000005,0.0000000050
11,5,100,0.00000000005,0.0000000001
11,5,100,0.00000005000,0.0000001000
11,5,100,0.00000005000,0.0000000500
11,5,100,0.00000005000,0.0000000050
11,5,100,0.00000005000,0.0000000001
11,5,100,0.00002000000,0.0000001000
11,5,100,0.00002000000,0.0000000500
11,5,100,0.00002000000,0.0000000050
11,5,100,0.00002000000,0.0000000001
11,5,100,0.00100000000,0.0000001000
11,5,100,0.00100000000,0.0000000500
11,5,100,0.00100000000,0.0000000050
11,5,100,0.00100000000,0.0000000001
11,5,150,0.00000000005,0.0000001000
11,5,150,0.00000000005,0.0000000500
11,5,150,0.00000000005,0.0000000050
11,5,150,0.00000000005,0.0000000001
11,5,150,0.00000005000,0.0000001000
11,5,150,0.00000005000,0.0000000500
11,5,150,0.00000005000,0.0000000050
11,5,150,0.00000005000,0.0000000001
11,5,150,0.00002000000,0.0000001000
11,5,150,0.00002000000,0.0000000500
11,5,150,0.00002000000,0.0000000050
11,5,150,0.00002000000,0.0000000001
11,5,150,0.00100000000,0.0000001000
11,5,150,0.00100000000,0.0000000500
11,5,150,0.00100000000,0.0000000050
11,5,150,0.00100000000,0.0000000001
11,5,200,0.00000000005,0.0000001000
11,5,200,0.00000000005,0.0000000500
11,5,200,0.00000000005,0.0000000050
11,5,200,0.00000000005,0.0000000001
11,5,200,0.00000005000,0.0000001000
11,5,200,0.00000005000,0.0000000500
11,5,200,0.00000005000,0.0000000050
11,5,200,0.00000005000,0.0000000001
11,5,200,0.00002000000,0.0000001000
11,5,200,0.00002000000,0.0000000500
11,5,200,0.00002000000,0.0000000050
11,5,200,0.00002000000,0.0000000001
11,5,200,0.00100000000,0.0000001000
11,5,200,0.00100000000,0.0000000500
11,5,200,0.00100000000,0.0000000050
11,5,200,0.00100000000,0.0000000001
11,15,50,0.00000000005,0.0000001000
11,15,50,0.00000000005,0.0000000500
11,15,50,0.00000000005,0.0000000050
11,15,50,0.00000000005,0.0000000001
11,15,50,0.00000005000,0.0000001000
11,15,50,0.00000005000,0.0000000500
11,15,50,0.00000005000,0.0000000050
11,15,50,0.00000005000,0.0000000001
11,15,50,0.00002000000,0.0000001000
11,15,50,0.00002000000,0.0000000500
11,15,50,0.00002000000,0.0000000050
11,15,50,0.00002000000,0.0000000001
11,15,50,0.00100000000,0.0000001000
11,15,50,0.00100000000,0.0000000500
11,15,50,0.00100000000,0.0000000050
11,15,50,0.00100000000,0.0000000001
11,15,100,0.00000000005,0.0000001000
11,15,100,0.00000000005,0.0000000500
11,15,100,0.00000000005,0.0000000050
11,15,100,0.00000000005,0.0000000001
11,15,100,0.00000005000,0.0000001000
11,15,100,0.00000005000,0.0000000500
11,15,100,0.00000005000,0.0000000050
11,15,100,0.00000005000,0.0000000001
11,15,100,0.00002000000,0.0000001000
11,15,100,0.00002000000,0.0000000500
11,15,100,0.00002000000,0.0000000050
11,15,100,0.00002000000,0.0000000001
11,15,100,0.00100000000,0.0000001000
11,15,100,0.00100000000,0.0000000500
11,15,100,0.00100000000,0.0000000050
11,15,100,0.00100000000,0.0000000001
11,15,150,0.00000000005,0.0000001000
11,15,150,0.00000000005,0.0000000500
11,15,150,0.00000000005,0.0000000050
11,15,150,0.00000000005,0.0000000001
11,15,150,0.00000005000,0.0000001000
11,15,150,0.00000005000,0.0000000500
11,15,150,0.00000005000,0.0000000050
11,15,150,0.00000005000,0.0000000001
11,15,150,0.00002000000,0.0000001000
11,15,150,0.00002000000,0.0000000500
11,15,150,0.00002000000,0.0000000050
11,15,150,0.00002000000,0.0000000001
11,15,150,0.00100000000,0.0000001000
11,15,150,0.00100000000,0.0000000500
11,15,150,0.00100000000,0.0000000050
11,15,150,0.00100000000,0.0000000001
11,15,200,0.00000000005,0.0000001000
11,15,200,0.00000000005,0.0000000500
11,15,200,0.00000000005,0.0000000050
11,15,200,0.00000000005,0.0000000001
11,15,200,0.00000005000,0.0000001000
11,15,200,0.00000005000,0.0000000500
11,15,200,0.00000005000,0.0000000050
11,15,200,0.00000005000,0.0000000001
11,15,200,0.00002000000,0.0000001000
11,15,200,0.00002000000,0.0000000500
11,15,200,0.00002000000,0.0000000050
11,15,200,0.00002000000,0.0000000001
11,15,200,0.00100000000,0.0000001000
11,15,200,0.00100000000,0.0000000500
11,15,200,0.00100000000,0.0000000050
11,15,200,0.00100000000,0.0000000001
11,20,50,0.00000000005,0.0000001000
11,20,50,0.00000000005,0.0000000500
11,20,50,0.00000000005,0.0000000050
11,20,50,0.00000000005,0.0000000001
11,20,50,0.00000005000,0.0000001000
11,20,50,0.00000005000,0.0000000500
11,20,50,0.00000005000,0.0000000050
11,20,50,0.00000005000,0.0000000001
11,20,50,0.00002000000,0.0000001000
11,20,50,0.00002000000,0.0000000500
11,20,50,0.00002000000,0.0000000050
11,20,50,0.00002000000,0.0000000001
11,20,50,0.00100000000,0.0000001000
11,20,50,0.00100000000,0.0000000500
11,20,50,0.00100000000,0.0000000050
11,20,50,0.00100000000,0.0000000001
11,20,100,0.00000000005,0.0000001000
11,20,100,0.00000000005,0.0000000500
11,20,100,0.00000000005,0.0000000050
11,20,100,0.00000000005,0.0000000001
11,20,100,0.00000005000,0.0000001000
11,20,100,0.00000005000,0.0000000500
11,20,100,0.00000005000,0.0000000050
11,20,100,0.00000005000,0.0000000001
11,20,100,0.00002000000,0.0000001000
11,20,100,0.00002000000,0.0000000500
11,20,100,0.00002000000,0.0000000050
11,20,100,0.00002000000,0.0000000001
11,20,100,0.00100000000,0.0000001000
11,20,100,0.00100000000,0.0000000500
11,20,100,0.00100000000,0.0000000050
11,20,100,0.00100000000,0.0000000001
11,20,150,0.00000000005,0.0000001000
11,20,150,0.00000000005,0.0000000500
11,20,150,0.00000000005,0.0000000050
11,20,150,0.00000000005,0.0000000001
11,20,150,0.00000005000,0.0000001000
11,20,150,0.00000005000,0.0000000500
11,20,150,0.00000005000,0.0000000050
11,20,150,0.00000005000,0.0000000001
11,20,150,0.00002000000,0.0000001000
11,20,150,0.00002000000,0.0000000500
11,20,150,0.00002000000,0.0000000050
11,20,150,0.00002000000,0.0000000001
11,20,150,0.00100000000,0.0000001000
11,20,150,0.00100000000,0.0000000500
11,20,150,0.00100000000,0.0000000050
11,20,150,0.00100000000,0.0000000001
11,20,200,0.00000000005,0.0000001000
11,20,200,0.00000000005,0.0000000500
11,20,200,0.00000000005,0.0000000050
11,20,200,0.00000000005,0.0000000001
11,20,200,0.00000005000,0.0000001000
11,20,200,0.00000005000,0.0000000500
11,20,200,0.00000005000,0.0000000050
11,20,200,0.00000005000,0.0000000001
11,20,200,0.00002000000,0.0000001000
11,20,200,0.00002000000,0.0000000500
11,20,200,0.00002000000,0.0000000050
11,20,200,0.00002000000,0.0000000001
11,20,200,0.00100000000,0.0000001000
11,20,200,0.00100000000,0.0000000500
11,20,200,0.00100000000,0.0000000050
11,20,200,0.00100000000,0.0000000001
11,25,50,0.00000000005,0.0000001000
11,25,50,0.00000000005,0.0000000500
11,25,50,0.00000000005,0.0000000050
11,25,50,0.00000000005,0.0000000001
11,25,50,0.00000005000,0.0000001000
11,25,50,0.00000005000,0.0000000500
11,25,50,0.00000005000,0.0000000050
11,25,50,0.00000005000,0.0000000001
11,25,50,0.00002000000,0.0000001000
11,25,50,0.00002000000,0.0000000500
11,25,50,0.00002000000,0.0000000050
11,25,50,0.00002000000,0.0000000001
11,25,50,0.00100000000,0.0000001000
11,25,50,0.00100000000,0.0000000500
11,25,50,0.00100000000,0.0000000050
11,25,50,0.00100000000,0.0000000001
11,25,100,0.00000000005,0.0000001000
11,25,100,0.00000000005,0.0000000500
11,25,100,0.00000000005,0.0000000050
11,25,100,0.00000000005,0.0000000001
11,25,100,0.00000005000,0.0000001000
11,25,100,0.00000005000,0.0000000500
11,25,100,0.00000005000,0.0000000050
11,25,100,0.00000005000,0.0000000001
11,25,100,0.00002000000,0.0000001000
11,25,100,0.00002000000,0.0000000500
11,25,100,0.00002000000,0.0000000050
11,25,100,0.00002000000,0.0000000001
11,25,100,0.00100000000,0.0000001000
11,25,100,0.00100000000,0.0000000500
11,25,100,0.00100000000,0.0000000050
11,25,100,0.00100000000,0.0000000001
11,25,150,0.00000000005,0.0000001000
11,25,150,0.00000000005,0.0000000500
11,25,150,0.00000000005,0.0000000050
11,25,150,0.00000000005,0.0000000001
11,25,150,0.00000005000,0.0000001000
11,25,150,0.00000005000,0.0000000500
11,25,150,0.00000005000,0.0000000050
11,25,150,0.00000005000,0.0000000001
11,25,150,0.00002000000,0.0000001000
11,25,150,0.00002000000,0.0000000500
11,25,150,0.00002000000,0.0000000050
11,25,150,0.00002000000,0.0000000001
11,25,150,0.00100000000,0.0000001000
11,25,150,0.00100000000,0.0000000500
11,25,150,0.00100000000,0.0000000050
11,25,150,0.00100000000,0.0000000001
11,25,200,0.00000000005,0.0000001000
11,25,200,0.00000000005,0.0000000500
11,25,200,0.00000000005,0.0000000050
11,25,200,0.00000000005,0.0000000001
11,25,200,0.00000005000,0.0000001000
11,25,200,0.00000005000,0.0000000500
11,25,200,0.00000005000,0.0000000050
11,25,200,0.00000005000,0.0000000001
11,25,200,0.00002000000,0.0000001000
11,25,200,0.00002000000,0.0000000500
11,25,200,0.00002000000,0.0000000050
11,25,200,0.00002000000,0.0000000001
11,25,200,0.00100000000,0.0000001000
11,25,200,0.00100000000,0.0000000500
11,25,200,0.00100000000,0.0000000050
11,25,200,0.00100000000,0.0000000001
